ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
19725644,2009-01-29 18:40:26 +0000,2014-07-18 15:27:09 +0000,3905,0,29805,47,2177378,neiltyson,Neil deGrasse Tyson,true,false,Astrophysicist.  Author: Space Chronicles & Inexplicable Universe [Video]; Host: @StarTalkRadio & @COSMOSonTV,"Argue all you want about the physical world, but Nature is the ultimate arbiter: serving as judge, jury, &amp; executioner.",New York City,http://www.haydenplanetarium.org/tyson/
